stok_kodu_1,stok_adi_1,stok_kodu_2,stok_adi_2,benzerlik_skoru
BSCH 0 986 461 769,FREN BALATASI ARKA,BSCH  0 986 495 413,ARKA FREN BALATASI,1.0
BSCH 0 986 461 769,FREN BALATASI ARKA,BSCH 0986TB2410,FREN BALATASI - ARKA,0.9925
BSCH 0 986 479 137,FREN DISKI ON,BSCH  0 986 479 H66,FREN DISKI ON,1.0
BSCH 0 986 479 137,FREN DISKI ON,BSCH  0 986 479 137,FREN DISKI ON,1.0
BSCH 0 986 481 054,FREN ANA MERKEZ,BSCH  0204 123 716,FREN ANA MERKEZ,1.0
BSCH 0 986 481 054,FREN ANA MERKEZ,BSCH  0 204 123 716,FREN ANA MERKEZ,1.0
BSCH 0 986 478 868,FREN DISKI ARKA,BSCH 0 986 479 247,FREN DISKI ARKA,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH 0 986 494 387,FREN BALATASI ARKA,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH 0 986 494 816,FREN BALATASI ARKA,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH 0 986 495 394,FREN BALATASI ARKA,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH 0 986 495 413,FREN BALATASI ARKA,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH  0 986 494 344,FREN BALATASI ARKA,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH  0 986 494 816,FREN BALATASI ARKA,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH 0 986 495 254,ARKA FREN BALATASI,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH  0 986 495 394,FREN BALATASI ARKA,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH  0 986 495 413,ARKA FREN BALATASI,1.0
BSCH 0 986 494 344,FREN BALATASI ARKA,BSCH 0986TB2410,FREN BALATASI - ARKA,0.9925
BSCH 0 986 494 387,FREN BALATASI ARKA,BSCH 0 986 494 816,FREN BALATASI ARKA,1.0
BSCH 0 986 494 387,FREN BALATASI ARKA,BSCH 0 986 495 394,FREN BALATASI ARKA,1.0
BSCH 0 986 494 387,FREN BALATASI ARKA,BSCH 0 986 495 413,FREN BALATASI ARKA,1.0
BSCH 0 986 494 387,FREN BALATASI ARKA,BSCH  0 986 494 344,FREN BALATASI ARKA,1.0
BSCH 0 986 494 387,FREN BALATASI ARKA,BSCH  0 986 494 816,FREN BALATASI ARKA,1.0
BSCH 0 986 494 387,FREN BALATASI ARKA,BSCH 0 986 495 254,ARKA FREN BALATASI,1.0
BSCH 0 986 494 387,FREN BALATASI ARKA,BSCH  0 986 495 394,FREN BALATASI ARKA,1.0
BSCH 0 986 494 387,FREN BALATASI ARKA,BSCH  0 986 495 413,ARKA FREN BALATASI,1.0
BSCH 0 986 494 387,FREN BALATASI ARKA,BSCH 0986TB2410,FREN BALATASI - ARKA,0.9925
BSCH 0 986 494 816,FREN BALATASI ARKA,BSCH 0 986 495 394,FREN BALATASI ARKA,1.0
BSCH 0 986 494 816,FREN BALATASI ARKA,BSCH 0 986 495 413,FREN BALATASI ARKA,1.0
BSCH 0 986 494 816,FREN BALATASI ARKA,BSCH  0 986 494 344,FREN BALATASI ARKA,1.0
BSCH 0 986 494 816,FREN BALATASI ARKA,BSCH  0 986 494 816,FREN BALATASI ARKA,1.0
BSCH 0 986 494 816,FREN BALATASI ARKA,BSCH 0 986 495 254,ARKA FREN BALATASI,1.0
BSCH 0 986 494 816,FREN BALATASI ARKA,BSCH  0 986 495 394,FREN BALATASI ARKA,1.0
BSCH 0 986 494 816,FREN BALATASI ARKA,BSCH  0 986 495 413,ARKA FREN BALATASI,1.0
BSCH 0 986 494 816,FREN BALATASI ARKA,BSCH 0986TB2410,FREN BALATASI - ARKA,0.9925
CK41 V22800 AE FMC,MENTESE KOMPLE - KAPI,CK41  V22800 AE FMC,MENTESE KOMPLE - KAPI,1.0
CK41 V22800 AE FMC,MENTESE KOMPLE - KAPI,YC15 V22806 AF N,MENTESE KOMPLE - KAPI,1.0
CK41  V22800 AE FMC,MENTESE KOMPLE - KAPI,YC15 V22806 AF N,MENTESE KOMPLE - KAPI,1.0
BK31   2C300    AD      D,POYRA KOMPLE - TEKERLEK,DCP1 2C299 B6A N,POYRA KOMPLE - TEKERLEK,1.0
BK31   2C300    AD      D,POYRA KOMPLE - TEKERLEK,BK21 2B664 DB N,POYRA KOMPLE - TEKERLEK,1.0
BK31   2C300    AD      D,POYRA KOMPLE - TEKERLEK,BK21   2B664    DB      N,POYRA KOMPLE - TEKERLEK,1.0
BK31   2C300    AD      D,POYRA KOMPLE - TEKERLEK,DCP1   2C299    B6A     N,POYRA KOMPLE - TEKERLEK,1.0
CAS FR 5 W 30 7 LT,MOTOR YAGI 7 LITRE,CAS FR 5 W 30 4 LT,MOTOR YAGI 4 LITRE,0.9598
BSCH F 026 402 280,YAKIT FILTRESI,BSCH  F 026 402 280,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH F 026 402 835,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH 0 986 TF0 043,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH 1 457 070 013,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH  0 986 TF0 043,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH 1 457 434 106,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH F 026 402 076,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH  F 026 402 835,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH F 026 402 101,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,MHL KX 222D,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH  0 450 906 467,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH  0 986 AF6 039,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH  F 026 402 056,YAKIT FILTRESI,1.0
BSCH F 026 402 280,YAKIT FILTRESI,BSCH  F 026 402 204,YAKIT FILTRESI,1.0
GMB GTA0310,ALTERNATOR GERGI RULMANI,INA 531 0891 10,ALTERNATOR GERGI RULMANI,1.0
GMB GTA0310,ALTERNATOR GERGI RULMANI,FEBI 11276,ALTERNATOR GERGI RULMANI,1.0
GMB GTA0310,ALTERNATOR GERGI RULMANI,STD 644,ALTERNATOR GERGI RULMANI,1.0
GMB GTA0310,ALTERNATOR GERGI RULMANI,MIP FO 615,ALTERNATOR GERGI RULMANI KIT,0.9521
GMB GTA0310,ALTERNATOR GERGI RULMANI,MIP FO 616,ALTERNATOR GERGI RULMANI,1.0
GMB GTA0310,ALTERNATOR GERGI RULMANI,SKF VKM 33061,ALTERNATOR GERGI RULMANI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH  F 026 400 675,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,FILTRON AP062/1,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH 1 987 429 404,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,FILTRON AP 137/6,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH 1 457 433 099,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH  1 457 433 099,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH  1 457 433 160,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH  1 987 432 045,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,FILTRON AP 196,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,FILTRON AR 316/1,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,FILTRON AP 051/6,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,FILTRON AP 072/2,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,FILTRON AP 092/7,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH 1 457 433 160,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH  F 026 400 157,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH  1 987 429 404,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BK31   9601     AD      N,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,BSCH  0 986 TF0 097,HAVA FILTRESI,1.0
FILTRON AP023/4,HAVA FILTRESI,1C15   9601     A1F     N,HAVA FILTRESI,1.0
BSCH F 026 400 675,HAVA FİLTRESİ,FILTRON AP 062/1,HAVA FİLTRESİ,1.0
BSCH F 026 400 675,HAVA FİLTRESİ,FILTRON AP185/5,HAVA FİLTRESİ,1.0
BSCH F 026 400 675,HAVA FİLTRESİ,FILTRON AP 092/3,HAVA FİLTRESİ,1.0
BSCH F 026 400 675,HAVA FİLTRESİ,6G91 9601 AD N,HAVA FİLTRESİ,1.0
BSCH F 026 400 675,HAVA FİLTRESİ,FILTRON AR316/1,HAVA FİLTRESİ,1.0
BSCH F 026 400 675,HAVA FİLTRESİ,BSCH 0 986 TF0 097,HAVA FİLTRESİ,1.0
BSCH F 026 400 675,HAVA FİLTRESİ,BSCH F 026 400 492,HAVA FİLTRESİ,1.0
BSCH F 026 400 675,HAVA FİLTRESİ,BSCH F 026 400 373,HAVA  FİLTRESİ,1.0
BSCH F 026 400 675,HAVA FİLTRESİ,BSCH  F 026 400 373,HAVA FİLTRESİ,1.0
W708517  S300    N,SIKMA PLAKASI - FILTRE BAGLANTISI,W708517  S300    N,SIKMA PLAKASI - FILTRE BAGLANTISI,1.0
W503827  S438    N,CIVATA M6X35,W500301  S437    N,CIVATA M6X35,1.0
W503827  S438    N,CIVATA M6X35,W500301  S437    N,CIVATA M6X35,1.0
W503827  S438    N,CIVATA M6X35,W503827  S438    N,CIVATA M6X35,1.0
E826288  S72     N,SOMUN - ALTIGEN (STOP LAMBASI),E826288  S72     N,SOMUN - ALTIGEN (STOP LAMBASI),1.0
W701357  S437    N,SOMUN - ALTIGEN,W705967  S440    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W705291  S442    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,99940  1401             N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W700212  S437    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W708244  S442    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W706318  S442    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W706318  S442    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W705291  S442    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W705967  S440    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W701357  S437    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W708244  S442    N,SOMUN - ALTIGEN,1.0
W701357  S437    N,SOMUN - ALTIGEN,W700212  S437    N,SOMUN - ALTIGEN,1.0
VOE 6 PK 1715,KANALLI KAYIŞ,GTS 6PK 1573,KANALLI KAYIŞ,1.0
VOE 6 PK 1715,KANALLI KAYIŞ,GTS 6PK 1565,KANALLI KAYIŞ,1.0
RK2Q   6316     AB      N,KASNAK - KRANK,RK2Q   6316    AB      N,KASNAK - KRANK,1.0
RK2Q   6316     AB      N,KASNAK - KRANK,2S6Q..6B319..AD..ALS,KASNAK - KRANK,1.0
0350726          D,245/45R20 103V XL FR CRC UHP E,0350726          D,245/45R20 103V XL FR CRC UHP E,1.0
RK2Q   6316    AB      N,KASNAK - KRANK,2S6Q..6B319..AD..ALS,KASNAK - KRANK,1.0
1007     RNG     D,F.RANGER 17 INC JANT,1007     RNG     D,F.RANGER 17 INC JANT,1.0
BSCH 0 986 494 652,ON FREN BALATASI,BSCH  0 986 424 867,FREN BALATASI ON,1.0
BSCH 0 986 494 652,ON FREN BALATASI,BSCH  0 986 494 652,FREN BALATASI ON,1.0
BSCH 0 986 494 652,ON FREN BALATASI,BSCH 0 986 495 098,FREN BALATASI ON,1.0
BSCH 0 986 494 652,ON FREN BALATASI,BSCH 0 986 495 107,ON FREN BALATASI,1.0
BSCH 0 986 494 652,ON FREN BALATASI,BSCH 0 986 424 769,ON FREN BALATASI,1.0
BSCH 0 986 494 652,ON FREN BALATASI,BSCH  0 986 495 104,FREN BALATASI ON,1.0
BSCH 0 986 494 652,ON FREN BALATASI,BSCH  0 986 495 213,FREN BALATASI ON,1.0
FEBI 22704,VAKUM POMPASI,93BB   2A451    AC      N,VAKUM POMPASI,1.0
FEBI 22704,VAKUM POMPASI,FEBI22704,VAKUM POMPASI,1.0
PR2X6  V109A26  AD      N,TAMPON KOMPLE - ON,PR2X6   V109A26  AD     N,TAMPON KOMPLE - ON,1.0
PR2X6  V109A26  AD      N,TAMPON KOMPLE - ON,KK31   R17757   AD5YZ9  N,TAMPON KOMPLE - ON,1.0
PR2X6  V109A26  AD      N,TAMPON KOMPLE - ON,EB3B   17C831   CC      N,TAMPON KOMPLE - ON,1.0
PR2X6  V109A26  AD      N,TAMPON KOMPLE - ON,ET76 17859 AC N,TAMPON KOMPLE - ON,1.0
PR2X6  V109A26  AD      N,TAMPON KOMPLE - ON,ET76   17859    AC      N,TAMPON KOMPLE - ON,1.0
PR2X6  V109A26  AD      N,TAMPON KOMPLE - ON,KK31 R17757 AD5YZ9 N,TAMPON KOMPLE - ON,1.0
W710332  S439    N,CIVATA,W705317  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500003  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W715822  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W714695  S430    N,CIVATA,1.0
W710332  S439    N,CIVATA,W703952  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    1301C   N,CIVATA,1.0
W710332  S439    N,CIVATA,N811004  S100    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718392  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718400  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W790097  S900    N,CIVATA,1.0
W710332  S439    N,CIVATA,W708733  S430    N,CIVATA,1.0
W710332  S439    N,CIVATA,W506593  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W702016  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716784  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W714105  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W717938  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718304  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718673  S307    N,CIVATA,1.0
W710332  S439    N,CIVATA,W715100  S450B   N,CIVATA,1.0
W710332  S439    N,CIVATA,W715104  S430    N,CIVATA,1.0
W710332  S439    N,CIVATA,W715614  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716835  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500590  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500723  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    1448    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716112  S424    N,CIVATA,1.0
W710332  S439    N,CIVATA,W710604  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W712423  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W505731  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W790184  S900    N,CIVATA,1.0
W710332  S439    N,CIVATA,W790198  S900    N,CIVATA,1.0
W710332  S439    N,CIVATA,W790370  S900    N,CIVATA,1.0
W710332  S439    N,CIVATA,W714875  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W506014  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W710554  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718204  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W505521  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W706161  S300    N,CIVATA,1.0
W710332  S439    N,CIVATA,W714846  S439    D,CIVATA,1.0
W710332  S439    N,CIVATA,W714846  S439    D,CIVATA,1.0
W710332  S439    N,CIVATA,W714907  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W714847  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716097  S439    D,CIVATA,1.0
W710332  S439    N,CIVATA,W716097  S439    D,CIVATA,1.0
W710332  S439    N,CIVATA,W716826  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W711019  S439    D,CIVATA,1.0
W710332  S439    N,CIVATA,W711019  S439    D,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    123F    N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    1447    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500030  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W711141  S442    D,CIVATA,1.0
W710332  S439    N,CIVATA,W711141  S442    D,CIVATA,1.0
W710332  S439    N,CIVATA,W711141  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716025  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    123F    N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    1301C   N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    1447    N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA02    1448    N,CIVATA,1.0
W710332  S439    N,CIVATA,N811004  S100    N,CIVATA,1.0
W710332  S439    N,CIVATA,W790097  S900    N,CIVATA,1.0
W710332  S439    N,CIVATA,W790184  S900    N,CIVATA,1.0
W710332  S439    N,CIVATA,W790198  S900    N,CIVATA,1.0
W710332  S439    N,CIVATA,W790370  S900    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718204  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718304  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718392  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718400  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W718673  S307    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716784  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716826  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716835  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W717938  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W714695  S430    N,CIVATA,1.0
W710332  S439    N,CIVATA,W714875  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W714907  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W715100  S450B   N,CIVATA,1.0
W710332  S439    N,CIVATA,W715104  S430    N,CIVATA,1.0
W710332  S439    N,CIVATA,W715614  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W715822  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716112  S424    N,CIVATA,1.0
W710332  S439    N,CIVATA,W714105  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W712423  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W710332  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W710554  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W710604  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W711141  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W708733  S430    N,CIVATA,1.0
W710332  S439    N,CIVATA,W703952  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W705317  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W702016  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W505521  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W506014  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W506593  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500723  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500003  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500590  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W706161  S300    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500742  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W717146  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500030  S437    N,CIVATA,1.0
W710332  S439    N,CIVATA,W505731  S303    N,CIVATA,1.0
W710332  S439    N,CIVATA,W500742  S442    N,CIVATA,1.0
W710332  S439    N,CIVATA,W717146  S439    N,CIVATA,1.0
W710332  S439    N,CIVATA,W716025 S439 N,CIVATA,1.0
W710332  S439    N,CIVATA,9YA00    1207    N,CIVATA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W716993  S439    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W717117  S442    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W717200  S303    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W717638  S900    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W705358  S439    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W715405  S442    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W716209  S437    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W714659  S437    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W716047  S442    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W716354  S300    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W703175  S437    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W716209  S437    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W716354  S300    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W716993  S439    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W717117  S442    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W717200  S303    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W717638  S900    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W714659  S437    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W715405  S442    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W716047  S442    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W705358  S439    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W703175  S437    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W      703748   S300    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,AV6Q 6C293 AA N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W712271 S300 N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W703748  S300    N,SAPLAMA,1.0
AV6Q   6C293    AA      N,SAPLAMA,W712271  S300    N,SAPLAMA,1.0
W708926  S307    N,VIDA,W716890  S450B   N,VIDA,1.0
W708926  S307    N,VIDA,W701459  S437M   N,VIDA,1.0
W708926  S307    N,VIDA,W705228  S902    N,VIDA,1.0
W708926  S307    N,VIDA,W717208  S303    N,VIDA,1.0
W708926  S307    N,VIDA,W709055  S442    N,VIDA,1.0
W708926  S307    N,VIDA,W506855  S442    N,VIDA,1.0
W708926  S307    N,VIDA,W500812  S442    N,VIDA,1.0
W708926  S307    N,VIDA,W718354  S450L   N,VIDA,1.0
W708926  S307    N,VIDA,W504776  S451XD  N,VIDA,1.0
W708926  S307    N,VIDA,W505575  S307    N,VIDA,1.0
W708926  S307    N,VIDA,W505976  S437    N,VIDA,1.0
W708926  S307    N,VIDA,W506975  S450B   N,VIDA,1.0
W708926  S307    N,VIDA,W713205  S424    N,VIDA,1.0
W708926  S307    N,VIDA,W504754  S424    N,VIDA,1.0
W708926  S307    N,VIDA,W700883  S424    N,VIDA,1.0
W708926  S307    N,VIDA,W712090  S443    N,VIDA,1.0
W708926  S307    N,VIDA,W718354  S450L   N,VIDA,1.0
W708926  S307    N,VIDA,W716890  S450B   N,VIDA,1.0
W708926  S307    N,VIDA,W713205  S424    N,VIDA,1.0
W708926  S307    N,VIDA,W712090  S443    N,VIDA,1.0
W708926  S307    N,VIDA,W709055  S442    N,VIDA,1.0
W708926  S307    N,VIDA,W705228  S902    N,VIDA,1.0
W708926  S307    N,VIDA,W700883  S424    N,VIDA,1.0
W708926  S307    N,VIDA,W701459  S437M   N,VIDA,1.0
W708926  S307    N,VIDA,W504754  S424    N,VIDA,1.0
W708926  S307    N,VIDA,W504776  S451XD  N,VIDA,1.0
W708926  S307    N,VIDA,W505575  S307    N,VIDA,1.0
W708926  S307    N,VIDA,W505976  S437    N,VIDA,1.0
W708926  S307    N,VIDA,W506855  S442    N,VIDA,1.0
W708926  S307    N,VIDA,W506975  S450B   N,VIDA,1.0
W708926  S307    N,VIDA,W500812  S442    N,VIDA,1.0
W708926  S307    N,VIDA,W708926  S307    N,VIDA,1.0
W708926  S307    N,VIDA,W717208  S303    N,VIDA,1.0
W705317  S303    N,CIVATA,W500003  S437    N,CIVATA,1.0
W705317  S303    N,CIVATA,W715822  S303    N,CIVATA,1.0
W705317  S303    N,CIVATA,W714695  S430    N,CIVATA,1.0
W705317  S303    N,CIVATA,W703952  S303    N,CIVATA,1.0
W705317  S303    N,CIVATA,9YA02    1301C   N,CIVATA,1.0
W705317  S303    N,CIVATA,N811004  S100    N,CIVATA,1.0
W705317  S303    N,CIVATA,W718392  S303    N,CIVATA,1.0
W705317  S303    N,CIVATA,W718400  S303    N,CIVATA,1.0
W705317  S303    N,CIVATA,W790097  S900    N,CIVATA,1.0
W705317  S303    N,CIVATA,W708733  S430    N,CIVATA,1.0
W705317  S303    N,CIVATA,W506593  S442    N,CIVATA,1.0
W705317  S303    N,CIVATA,W702016  S303    N,CIVATA,1.0
W705317  S303    N,CIVATA,W716784  S442    N,CIVATA,1.0
W705317  S303    N,CIVATA,W714105  S442    N,CIVATA,1.0
W705317  S303    N,CIVATA,W717938  S439    N,CIVATA,1.0
W705317  S303    N,CIVATA,W718304  S439    N,CIVATA,1.0
W705317  S303    N,CIVATA,W718673  S307    N,CIVATA,1.0
W705317  S303    N,CIVATA,W715100  S450B   N,CIVATA,1.0
W705317  S303    N,CIVATA,W715104  S430    N,CIVATA,1.0
W705317  S303    N,CIVATA,W715614  S442    N,CIVATA,1.0
W705317  S303    N,CIVATA,W716835  S439    N,CIVATA,1.0
W705317  S303    N,CIVATA,W500590  S442    N,CIVATA,1.0
W705317  S303    N,CIVATA,W500723  S439    N,CIVATA,1.0
W705317  S303    N,CIVATA,9YA02    1448    N,CIVATA,1.0
W705317  S303    N,CIVATA,W716112  S424    N,CIVATA,1.0
W705317  S303    N,CIVATA,W710604  S437    N,CIVATA,1.0
W705317  S303    N,CIVATA,W712423  S442    N,CIVATA,1.0
W705317  S303    N,CIVATA,W505731  S303    N,CIVATA,1.0
W705317  S303    N,CIVATA,W790184  S900    N,CIVATA,1.0
